ts_utc;kind;side;price_hint;range_id;message_id;confidence
2026-01-30T10:04:37Z;range_close;;;2026-01-30-5;17348;
2026-01-30T17:32:12Z;range_open;BUY;4900.0;2026-01-30-6;17355;0.90
2026-01-30T18:05:19Z;range_close;;;2026-01-30-6;17375;
2026-02-02T08:10:54Z;range_open;BUY;4627.0;2026-02-02-1;17413;0.90
2026-02-02T08:27:23Z;range_close;;;2026-02-02-1;17427;
2026-02-02T08:43:13Z;range_open;BUY;4645.0;2026-02-02-2;17429;0.90
2026-02-02T08:58:06Z;range_close;;;2026-02-02-2;17457;
2026-02-02T09:24:40Z;range_open;BUY;4650.0;2026-02-02-3;17459;0.90
2026-02-02T10:36:56Z;range_close;;;2026-02-02-3;17463;
2026-02-02T10:56:44Z;range_open;BUY;4703.0;2026-02-02-4;17466;0.90
2026-02-02T13:02:43Z;range_close;;;2026-02-02-4;17471;
2026-02-03T08:01:50Z;range_open;SELL;4914.0;2026-02-03-1;17481;0.95
2026-02-03T08:59:30Z;range_close;;;2026-02-03-1;17494;
2026-02-03T09:37:13Z;range_open;SELL;4909.0;2026-02-03-2;17496;0.95
2026-02-03T10:57:00Z;range_close;;;2026-02-03-2;17498;
2026-02-03T11:06:15Z;range_open;SELL;4912.0;2026-02-03-3;17500;0.95
2026-02-03T11:25:21Z;range_close;;;2026-02-03-3;17520;
2026-02-03T11:29:17Z;range_open;SELL;4904.0;2026-02-03-4;17522;0.95
2026-02-03T12:21:56Z;range_close;;;2026-02-03-4;17534;
2026-02-03T12:45:22Z;range_open;SELL;4915.0;2026-02-03-5;17536;0.95
2026-02-03T12:57:59Z;range_close;;;2026-02-03-5;17550;
2026-02-04T08:07:26Z;range_open;SELL;5077.0;2026-02-04-1;17555;0.95
2026-02-04T09:20:25Z;range_close;;;2026-02-04-1;17585;
2026-02-04T09:50:58Z;range_open;SELL;5060.0;2026-02-04-2;17588;0.95
2026-02-04T10:30:36Z;range_close;;;2026-02-04-2;17609;
2026-02-04T10:38:38Z;range_open;SELL;5053.0;2026-02-04-3;17611;0.95
2026-02-04T10:58:43Z;range_close;;;2026-02-04-3;17623;
2026-02-04T11:18:26Z;range_open;BUY;5015.0;2026-02-04-4;17626;0.95
2026-02-04T11:19:23Z;range_close;;;2026-02-04-4;17632;
2026-02-04T11:36:56Z;range_open;SELL;5038.0;2026-02-04-5;17640;0.95
2026-02-04T12:10:13Z;range_close;;;2026-02-04-5;17648;
2026-02-04T12:11:29Z;range_open;SELL;5044.0;2026-02-04-6;17650;0.95
2026-02-04T12:18:50Z;range_close;;;2026-02-04-6;17652;
2026-02-05T08:07:55Z;range_open;SELL;4918.0;2026-02-05-1;17656;0.95
2026-02-05T08:30:18Z;range_close;;;2026-02-05-1;17661;
2026-02-05T08:32:23Z;range_open;SELL;4926.0;2026-02-05-2;17663;0.95
2026-02-05T08:56:48Z;range_close;;;2026-02-05-2;17683;
2026-02-05T09:11:34Z;range_open;BUY;4867.0;2026-02-05-3;17686;0.95
2026-02-05T09:22:12Z;range_close;;;2026-02-05-3;17701;
2026-02-05T09:51:38Z;range_open;BUY;4868.0;2026-02-05-4;17705;0.95
2026-02-05T10:10:31Z;range_close;;;2026-02-05-4;17712;
2026-02-05T10:17:57Z;range_open;BUY;4865.0;2026-02-05-5;17715;0.95
2026-02-05T10:34:39Z;range_close;;;2026-02-05-5;17723;
2026-02-05T11:23:42Z;range_open;SELL;4893.0;2026-02-05-6;17726;0.95
2026-02-05T11:38:39Z;range_close;;;2026-02-05-6;17749;
2026-02-05T12:05:00Z;range_open;BUY;4863.0;2026-02-05-7;17752;0.95
2026-02-05T12:31:12Z;range_close;;;2026-02-05-7;17753;
2026-02-06T08:10:57Z;range_open;SELL;4849.0;2026-02-06-1;17758;0.95
2026-02-06T09:03:19Z;range_close;;;2026-02-06-1;17763;
2026-02-06T09:22:05Z;range_open;SELL;4854.0;2026-02-06-2;17766;0.95
2026-02-06T10:23:03Z;range_close;;;2026-02-06-2;17769;
2026-02-06T10:33:23Z;range_open;SELL;4865.0;2026-02-06-3;17772;0.95
2026-02-06T11:05:34Z;range_close;;;2026-02-06-3;17775;
2026-02-06T11:14:36Z;range_open;SELL;4883.0;2026-02-06-4;17777;0.95
2026-02-06T11:49:14Z;range_close;;;2026-02-06-4;17791;
2026-02-06T12:48:53Z;range_open;SELL;4901.0;2026-02-06-5;17793;0.95
2026-02-06T13:26:37Z;range_close;;;2026-02-06-5;17802;
2026-02-09T08:16:29Z;range_open;SELL;5024.0;2026-02-09-1;17819;0.95
2026-02-09T09:29:21Z;range_close;;;2026-02-09-1;17843;
2026-02-09T10:28:22Z;range_open;BUY;4989.0;2026-02-09-2;17847;0.95
2026-02-09T10:37:39Z;range_close;;;2026-02-09-2;17870;
2026-02-09T11:54:13Z;range_open;SELL;5014.0;2026-02-09-3;17873;0.95
2026-02-09T12:56:06Z;range_close;;;2026-02-09-3;17915;
